year,month,day_of_month,day_of_week,fl_date,op_unique_carrier,op_carrier_fl_num,origin,origin_city_name,origin_state_nm,dest,dest_city_name,dest_state_nm,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,crs_elapsed_time,actual_elapsed_time,air_time,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,dep_hour
2024,6,19,3,6/19/2024,UA,688,BOS,"Boston, MA",Massachusetts,DEN,"Denver, CO",Colorado,2040,2103,23,16,2119,2321,8,2324,2329,5,0,NULL,0,284,266,242,1754,0,0,0,0,0,21
2024,4,18,4,4/18/2024,OH,5067,ATL,"Atlanta, GA",Georgia,CLT,"Charlotte, NC",North Carolina,1815,1809,0,39,1848,1933,12,1940,1945,5,0,NULL,0,85,96,45,226,0,0,0,0,0,18
2024,8,30,5,8/30/2024,OH,5519,CLT,"Charlotte, NC",North Carolina,TUL,"Tulsa, OK",Oklahoma,1140,1134,0,26,1200,1248,6,1314,1254,-20,0,NULL,0,154,140,108,842,0,0,0,0,0,11
2024,11,24,7,11/24/2024,AA,2285,SNA,"Santa Ana, CA",California,ORD,"Chicago, IL",Illinois,1140,1137,0,17,1154,1657,16,1744,1713,-31,0,NULL,0,244,216,183,1726,0,0,0,0,0,11
2024,6,2,7,6/2/2024,UA,571,IAH,"Houston, TX",Texas,SFO,"San Francisco, CA",California,1523,1802,159,17,1819,1951,6,1723,1957,154,0,NULL,0,240,235,212,1635,0,0,131,0,23,18
2024,8,17,6,8/17/2024,OO,3745,TUS,"Tucson, AZ",Arizona,SLC,"Salt Lake City, UT",Utah,600,552,0,18,610,834,5,855,839,-16,0,NULL,0,115,107,84,601,0,0,0,0,0,5
2024,3,17,7,3/17/2024,AA,402,DFW,"Dallas/Fort Worth, TX",Texas,PHL,"Philadelphia, PA",Pennsylvania,830,831,1,14,845,1214,5,1239,1219,-20,0,NULL,0,189,168,149,1303,0,0,0,0,0,8
2024,11,28,4,11/28/2024,OO,5662,SFO,"San Francisco, CA",California,FAT,"Fresno, CA",California,825,947,82,11,958,1037,6,933,1043,70,0,NULL,0,68,56,39,158,0,70,0,0,0,9
2024,4,11,4,4/11/2024,UA,1268,IAH,"Houston, TX",Texas,DEN,"Denver, CO",Colorado,1817,1817,0,22,1839,1940,7,1955,1947,-8,0,NULL,0,158,150,121,862,0,0,0,0,0,18
2024,7,10,3,7/10/2024,OH,5647,PNS,"Pensacola, FL",Florida,DCA,"Washington, DC",Virginia,1101,1044,0,10,1054,1347,10,1421,1357,-24,0,NULL,0,140,133,113,816,0,0,0,0,0,10
2024,10,20,7,10/20/2024,AA,2843,RIC,"Richmond, VA",Virginia,CLT,"Charlotte, NC",North Carolina,1817,1811,0,31,1842,1934,13,1945,1947,2,0,NULL,0,88,96,52,257,0,0,0,0,0,18
2024,10,26,6,10/26/2024,AA,2797,CLT,"Charlotte, NC",North Carolina,BNA,"Nashville, TN",Tennessee,2040,2038,0,21,2059,2054,20,2123,2114,-9,0,NULL,0,103,96,55,328,0,0,0,0,0,20
2024,5,31,5,5/31/2024,AS,332,DTW,"Detroit, MI",Michigan,SEA,"Seattle, WA",Washington,700,657,0,17,714,843,8,849,851,2,0,NULL,0,289,294,269,1927,0,0,0,0,0,6
2024,5,30,4,5/30/2024,DL,2180,ATL,"Atlanta, GA",Georgia,MDT,"Harrisburg, PA",Pennsylvania,2120,2117,0,16,2133,2302,5,2311,2307,-4,0,NULL,0,111,110,89,620,0,0,0,0,0,21
2024,9,9,1,9/9/2024,AA,3077,ORF,"Norfolk, VA",Virginia,CLT,"Charlotte, NC",North Carolina,2013,2041,28,11,2052,2148,11,2137,2159,22,0,NULL,0,84,78,56,290,0,0,0,0,22,20
2024,5,19,7,5/19/2024,AA,2502,PHL,"Philadelphia, PA",Pennsylvania,MCO,"Orlando, FL",Florida,1353,1405,12,20,1425,1630,19,1627,1649,22,0,NULL,0,154,164,125,861,5,0,10,0,7,14
2024,6,3,1,6/3/2024,DL,344,SEA,"Seattle, WA",Washington,LIH,"Lihue, HI",Hawaii,1547,1602,15,20,1622,1857,6,1900,1903,3,0,NULL,0,373,361,335,2701,0,0,0,0,0,16
2024,6,29,6,6/29/2024,AA,1986,CLT,"Charlotte, NC",North Carolina,PHX,"Phoenix, AZ",Arizona,946,950,4,22,1012,1041,6,1116,1047,-29,0,NULL,0,270,237,209,1773,0,0,0,0,0,9
2024,9,19,4,9/19/2024,UA,2617,MIA,"Miami, FL",Florida,ORD,"Chicago, IL",Illinois,1605,1607,2,29,1636,1830,23,1829,1853,24,0,NULL,0,204,226,174,1197,0,0,24,0,0,16
2024,4,4,4,4/4/2024,OO,5659,ORD,"Chicago, IL",Illinois,LIT,"Little Rock, AR",Arkansas,845,858,13,24,922,1036,5,1046,1041,-5,0,NULL,0,121,103,74,552,0,0,0,0,0,8
2024,5,16,4,5/16/2024,WN,481,BNA,"Nashville, TN",Tennessee,CHS,"Charleston, SC",South Carolina,1555,1557,2,11,1608,1808,6,1820,1814,-6,0,NULL,0,85,77,60,439,0,0,0,0,0,15
2024,7,11,4,7/11/2024,DL,974,LGA,"New York, NY",New York,ATL,"Atlanta, GA",Georgia,1500,1456,0,21,1517,1710,7,1739,1717,-22,0,NULL,0,159,141,113,762,0,0,0,0,0,14
2024,5,9,4,5/9/2024,UA,219,ORD,"Chicago, IL",Illinois,HNL,"Honolulu, HI",Hawaii,945,940,0,47,1027,1335,5,1357,1340,-17,0,NULL,0,552,540,488,4243,0,0,0,0,0,9
2024,3,16,6,3/16/2024,MQ,3785,FAR,"Fargo, ND",North Dakota,ORD,"Chicago, IL",Illinois,504,500,0,19,519,639,9,712,648,-24,0,NULL,0,128,108,80,557,0,0,0,0,0,5
2024,3,9,6,3/9/2024,UA,438,DCA,"Washington, DC",Virginia,ORD,"Chicago, IL",Illinois,800,751,0,12,803,843,20,923,903,-20,0,NULL,0,143,132,100,612,0,0,0,0,0,7
2024,3,5,2,3/5/2024,DL,962,ATL,"Atlanta, GA",Georgia,IAH,"Houston, TX",Texas,1235,1235,0,11,1246,1348,19,1352,1407,15,0,NULL,0,137,152,122,689,0,0,15,0,0,12
2024,10,16,3,10/16/2024,WN,599,MCO,"Orlando, FL",Florida,BUF,"Buffalo, NY",New York,825,822,0,16,838,1044,4,1055,1048,-7,0,NULL,0,150,146,126,1011,0,0,0,0,0,8
2024,5,28,2,5/28/2024,YX,4795,DSM,"Des Moines, IA",Iowa,LGA,"New York, NY",New York,801,752,0,8,800,1106,21,1148,1127,-21,0,NULL,0,167,155,126,1031,0,0,0,0,0,7
2024,3,12,2,3/12/2024,G4,3172,FNT,"Flint, MI",Michigan,SRQ,"Sarasota/Bradenton, FL",Florida,800,745,0,7,752,1019,4,1104,1023,-41,0,NULL,0,184,158,147,1075,0,0,0,0,0,7
2024,10,29,2,10/29/2024,UA,1299,ORD,"Chicago, IL",Illinois,LGA,"New York, NY",New York,710,706,0,16,722,1002,6,1017,1008,-9,0,NULL,0,127,122,100,733,0,0,0,0,0,7
2024,3,15,5,3/15/2024,NK,1232,FLL,"Fort Lauderdale, FL",Florida,ATL,"Atlanta, GA",Georgia,2217,2225,8,12,2237,2359,8,10,7,-3,0,NULL,0,113,102,82,581,0,0,0,0,0,22
2024,11,13,3,11/13/2024,WN,1799,HRL,"Harlingen/San Benito, TX",Texas,AUS,"Austin, TX",Texas,1730,1737,7,9,1746,1832,3,1840,1835,-5,0,NULL,0,70,58,46,273,0,0,0,0,0,17
2024,3,4,1,3/4/2024,AS,1069,LAX,"Los Angeles, CA",California,PDX,"Portland, OR",Oregon,2055,2154,59,26,2220,19,4,2327,23,56,0,NULL,0,152,149,119,834,56,0,0,0,0,21
2024,11,21,4,11/21/2024,WN,4311,TPA,"Tampa, FL",Florida,BWI,"Baltimore, MD",Maryland,2105,2100,0,9,2109,2251,4,2320,2255,-25,0,NULL,0,135,115,102,842,0,0,0,0,0,21
2024,12,6,5,12/6/2024,UA,632,ATL,"Atlanta, GA",Georgia,IAD,"Washington, DC",Virginia,925,921,0,37,958,1109,7,1113,1116,3,0,NULL,0,108,115,71,534,0,0,0,0,0,9
2024,11,3,7,11/3/2024,UA,2440,BDL,"Hartford, CT",Connecticut,IAD,"Washington, DC",Virginia,600,559,0,12,611,711,4,727,715,-12,0,NULL,0,87,76,60,325,0,0,0,0,0,5
2024,2,26,1,2/26/2024,YX,3537,PIT,"Pittsburgh, PA",Pennsylvania,EWR,"Newark, NJ",New Jersey,1125,1121,0,9,1130,1226,7,1300,1233,-27,0,NULL,0,95,72,56,319,0,0,0,0,0,11
2024,11,26,2,11/26/2024,DL,536,DFW,"Dallas/Fort Worth, TX",Texas,BOS,"Boston, MA",Massachusetts,705,656,0,17,713,1117,7,1151,1124,-27,0,NULL,0,226,208,184,1562,0,0,0,0,0,6
2024,5,31,5,5/31/2024,DL,2813,SAN,"San Diego, CA",California,SEA,"Seattle, WA",Washington,1525,1525,0,14,1539,1757,8,1825,1805,-20,0,NULL,0,180,160,138,1050,0,0,0,0,0,15
2024,2,24,6,2/24/2024,UA,1623,EWR,"Newark, NJ",New Jersey,AUS,"Austin, TX",Texas,1200,1154,0,14,1208,1441,6,1516,1447,-29,0,NULL,0,256,233,213,1504,0,0,0,0,0,11
2024,10,10,4,10/10/2024,DL,1528,JFK,"New York, NY",New York,MIA,"Miami, FL",Florida,700,657,0,26,723,1014,11,1010,1025,15,0,NULL,0,190,208,171,1089,0,0,15,0,0,6
2024,11,3,7,11/3/2024,OO,5513,CPR,"Casper, WY",Wyoming,DEN,"Denver, CO",Colorado,530,525,0,10,535,623,10,702,633,-29,0,NULL,0,92,68,48,230,0,0,0,0,0,5
2024,11,30,6,11/30/2024,AA,2253,OKC,"Oklahoma City, OK",Oklahoma,DFW,"Dallas/Fort Worth, TX",Texas,1436,1557,81,15,1612,1648,5,1544,1653,69,0,NULL,0,68,56,36,175,7,0,0,0,62,15
2024,6,30,7,6/30/2024,UA,1101,DEN,"Denver, CO",Colorado,IAD,"Washington, DC",Virginia,745,755,10,20,815,1249,4,1311,1253,-18,0,NULL,0,206,178,154,1452,0,0,0,0,0,7
2024,9,18,3,9/18/2024,AS,1228,SEA,"Seattle, WA",Washington,SNA,"Santa Ana, CA",California,1350,1342,0,24,1406,1620,6,1639,1626,-13,0,NULL,0,169,164,134,978,0,0,0,0,0,13
2024,4,11,4,4/11/2024,AA,323,BNA,"Nashville, TN",Tennessee,MIA,"Miami, FL",Florida,1831,2025,114,12,2037,2326,10,2150,2336,106,0,NULL,0,139,131,109,806,0,0,0,0,106,20
2024,5,16,4,5/16/2024,DL,2798,MSP,"Minneapolis, MN",Minnesota,EWR,"Newark, NJ",New Jersey,1321,1329,8,28,1357,1720,10,1701,1730,29,0,NULL,0,160,181,143,1008,0,0,29,0,0,13
2024,12,17,2,12/17/2024,DL,1085,SFO,"San Francisco, CA",California,SLC,"Salt Lake City, UT",Utah,1925,1917,0,12,1929,2146,5,2215,2151,-24,0,NULL,0,110,94,77,599,0,0,0,0,0,19
2024,12,3,2,12/3/2024,OO,5620,MRY,"Monterey, CA",California,DEN,"Denver, CO",Colorado,1240,1232,0,16,1248,1601,10,1623,1611,-12,0,NULL,0,163,159,133,959,0,0,0,0,0,12
2024,10,29,2,10/29/2024,YX,3447,ORD,"Chicago, IL",Illinois,DCA,"Washington, DC",Virginia,1015,1010,0,14,1024,1246,3,1316,1249,-27,0,NULL,0,121,99,82,612,0,0,0,0,0,10
2024,3,4,1,3/4/2024,AA,1432,BOS,"Boston, MA",Massachusetts,PHL,"Philadelphia, PA",Pennsylvania,1605,1558,0,12,1610,1706,7,1740,1713,-27,0,NULL,0,95,75,56,280,0,0,0,0,0,15
2024,3,27,3,3/27/2024,UA,2121,STL,"St. Louis, MO",Missouri,IAH,"Houston, TX",Texas,1800,1752,0,10,1802,1945,4,2013,1949,-24,0,NULL,0,133,117,103,667,0,0,0,0,0,17
2024,7,29,1,7/29/2024,DL,2933,AUS,"Austin, TX",Texas,JFK,"New York, NY",New York,1545,1617,32,18,1635,2054,10,2059,2104,5,0,NULL,0,254,227,199,1521,0,0,0,0,0,16
2024,5,9,4,5/9/2024,AA,2316,CLT,"Charlotte, NC",North Carolina,BWI,"Baltimore, MD",Maryland,1106,1125,19,31,1156,1252,6,1231,1258,27,0,NULL,0,85,93,56,361,7,0,8,0,12,11
2024,2,21,3,2/21/2024,UA,2679,EWR,"Newark, NJ",New Jersey,LAX,"Los Angeles, CA",California,1000,952,0,29,1021,1324,9,1327,1333,6,0,NULL,0,387,401,363,2454,0,0,0,0,0,9
2024,2,22,4,2/22/2024,WN,1143,SMF,"Sacramento, CA",California,SAN,"San Diego, CA",California,730,731,1,13,744,852,2,900,854,-6,0,NULL,0,90,83,68,480,0,0,0,0,0,7
2024,6,4,2,6/4/2024,WN,928,LIH,"Lihue, HI",Hawaii,HNL,"Honolulu, HI",Hawaii,615,615,0,10,625,647,3,655,650,-5,0,NULL,0,40,35,22,102,0,0,0,0,0,6
2024,9,22,7,9/22/2024,AA,598,SAN,"San Diego, CA",California,CLT,"Charlotte, NC",North Carolina,715,730,15,19,749,1449,34,1506,1523,17,0,NULL,0,291,293,240,2077,0,15,2,0,0,7
2024,3,11,1,3/11/2024,AA,1620,PHX,"Phoenix, AZ",Arizona,CVG,"Cincinnati, OH",Kentucky,1550,1547,0,15,1602,2206,10,2213,2216,3,0,NULL,0,203,209,184,1569,0,0,0,0,0,15
2024,5,22,3,5/22/2024,WN,2011,OKC,"Oklahoma City, OK",Oklahoma,DCA,"Washington, DC",Virginia,1220,1229,9,11,1240,1601,4,1610,1605,-5,0,NULL,0,170,156,141,1158,0,0,0,0,0,12
2024,1,1,1,1/1/2024,AA,1584,CLT,"Charlotte, NC",North Carolina,CVG,"Cincinnati, OH",Kentucky,1625,1620,0,12,1632,1728,4,1750,1732,-18,0,NULL,0,85,72,56,335,0,0,0,0,0,16
2024,9,19,4,9/19/2024,AS,1315,LAX,"Los Angeles, CA",California,PDX,"Portland, OR",Oregon,1200,1155,0,21,1216,1415,4,1428,1419,-9,0,NULL,0,148,144,119,834,0,0,0,0,0,11
2024,12,29,7,12/29/2024,WN,2429,RSW,"Fort Myers, FL",Florida,MKE,"Milwaukee, WI",Wisconsin,1625,1754,89,30,1824,1958,4,1825,2002,97,0,NULL,0,180,188,154,1183,0,0,8,0,89,17
2024,4,16,2,4/16/2024,WN,3389,MDW,"Chicago, IL",Illinois,MSY,"New Orleans, LA",Louisiana,735,730,0,19,749,941,3,945,944,-1,0,NULL,0,130,134,112,825,0,0,0,0,0,7
2024,5,12,7,5/12/2024,G4,772,LAX,"Los Angeles, CA",California,MEM,"Memphis, TN",Tennessee,730,724,0,15,739,1259,10,1314,1309,-5,0,NULL,0,224,225,200,1619,0,0,0,0,0,7
2024,2,9,5,2/9/2024,F9,3085,BNA,"Nashville, TN",Tennessee,PHX,"Phoenix, AZ",Arizona,1324,1321,0,17,1338,1625,8,1642,1633,-9,0,NULL,0,258,252,227,1449,0,0,0,0,0,13
2024,11,11,1,11/11/2024,AA,1100,BNA,"Nashville, TN",Tennessee,DFW,"Dallas/Fort Worth, TX",Texas,1525,1519,0,13,1532,1715,17,1744,1732,-12,0,NULL,0,139,133,103,631,0,0,0,0,0,15
2024,7,31,3,7/31/2024,WN,2073,DAL,"Dallas, TX",Texas,MIA,"Miami, FL",Florida,1210,1206,0,8,1214,1536,4,1600,1540,-20,0,NULL,0,170,154,142,1109,0,0,0,0,0,12
2024,9,3,2,9/3/2024,OO,4986,DFW,"Dallas/Fort Worth, TX",Texas,LCH,"Lake Charles, LA",Louisiana,2109,2104,0,26,2130,2221,6,2236,2227,-9,0,NULL,0,87,83,51,295,0,0,0,0,0,21
2024,9,26,4,9/26/2024,DL,2914,ATL,"Atlanta, GA",Georgia,SDF,"Louisville, KY",Kentucky,2115,2307,112,19,2326,18,6,2233,24,111,0,NULL,0,78,77,52,321,111,0,0,0,0,23
2024,8,16,5,8/16/2024,YX,5659,JFK,"New York, NY",New York,CMH,"Columbus, OH",Ohio,1510,1505,0,32,1537,1654,4,1712,1658,-14,0,NULL,0,122,113,77,483,0,0,0,0,0,15
2024,3,17,7,3/17/2024,DL,2407,JAN,"Jackson/Vicksburg, MS",Mississippi,ATL,"Atlanta, GA",Georgia,1217,1213,0,12,1225,1417,4,1435,1421,-14,0,NULL,0,78,68,52,341,0,0,0,0,0,12
2024,4,27,6,4/27/2024,UA,1205,KOA,"Kona, HI",Hawaii,LAX,"Los Angeles, CA",California,1310,1301,0,9,1310,2057,5,2131,2102,-29,0,NULL,0,321,301,287,2504,0,0,0,0,0,13
2024,11,23,6,11/23/2024,DL,2027,RDU,"Raleigh/Durham, NC",North Carolina,LAS,"Las Vegas, NV",Nevada,725,716,0,15,731,905,5,930,910,-20,0,NULL,0,305,294,274,2026,0,0,0,0,0,7
2024,9,15,7,9/15/2024,AA,2024,CLT,"Charlotte, NC",North Carolina,RSW,"Fort Myers, FL",Florida,855,849,0,13,902,1030,4,1047,1034,-13,0,NULL,0,112,105,88,600,0,0,0,0,0,8
2024,10,29,2,10/29/2024,AA,402,SFO,"San Francisco, CA",California,DFW,"Dallas/Fort Worth, TX",Texas,544,536,0,14,550,1049,13,1115,1102,-13,0,NULL,0,211,206,179,1464,0,0,0,0,0,5
2024,11,24,7,11/24/2024,WN,948,DAL,"Dallas, TX",Texas,DEN,"Denver, CO",Colorado,1355,1400,5,13,1413,1451,5,1500,1456,-4,0,NULL,0,125,116,98,651,0,0,0,0,0,14
2024,4,1,1,4/1/2024,UA,295,RIC,"Richmond, VA",Virginia,DEN,"Denver, CO",Colorado,810,833,23,13,846,1030,8,1009,1038,29,0,NULL,0,239,245,224,1482,23,0,6,0,0,8
2024,3,25,1,3/25/2024,DL,2925,ORF,"Norfolk, VA",Virginia,ATL,"Atlanta, GA",Georgia,1624,1621,0,13,1634,1803,8,1824,1811,-13,0,NULL,0,120,110,89,516,0,0,0,0,0,16
2024,6,5,3,6/5/2024,WN,39,DAL,"Dallas, TX",Texas,HOU,"Houston, TX",Texas,1600,1624,24,15,1639,1722,7,1710,1729,19,0,NULL,0,70,65,43,239,4,0,0,0,15,16
2024,11,17,7,11/17/2024,MQ,3673,GSO,"Greensboro/High Point, NC",North Carolina,ORD,"Chicago, IL",Illinois,615,604,0,13,617,653,8,725,701,-24,0,NULL,0,130,117,96,589,0,0,0,0,0,6
2024,4,14,7,4/14/2024,DL,2974,MSP,"Minneapolis, MN",Minnesota,PHX,"Phoenix, AZ",Arizona,1105,1116,11,11,1127,1218,9,1223,1227,4,0,NULL,0,198,191,171,1276,0,0,0,0,0,11
2024,12,4,3,12/4/2024,WN,4829,SMF,"Sacramento, CA",California,PSP,"Palm Springs, CA",California,1935,1930,0,8,1938,2047,5,2105,2052,-13,0,NULL,0,90,82,69,439,0,0,0,0,0,19
2024,8,2,5,8/2/2024,WN,884,LAS,"Las Vegas, NV",Nevada,SAN,"San Diego, CA",California,830,826,0,28,854,937,4,940,941,1,0,NULL,0,70,75,43,258,0,0,0,0,0,8
2024,1,12,5,1/12/2024,UA,482,EWR,"Newark, NJ",New Jersey,LAS,"Las Vegas, NV",Nevada,902,854,0,22,916,1126,7,1158,1133,-25,0,NULL,0,356,339,310,2227,0,0,0,0,0,8
2024,1,23,2,1/23/2024,AA,2716,TUL,"Tulsa, OK",Oklahoma,DFW,"Dallas/Fort Worth, TX",Texas,1646,1723,37,19,1742,1846,22,1804,1908,64,0,NULL,0,78,105,64,237,0,0,27,0,37,17
2024,5,31,5,5/31/2024,9E,4983,JAX,"Jacksonville, FL",Florida,JFK,"New York, NY",New York,700,655,0,10,705,902,9,923,911,-12,0,NULL,0,143,136,117,828,0,0,0,0,0,6
2024,9,13,5,9/13/2024,AA,802,RDU,"Raleigh/Durham, NC",North Carolina,DFW,"Dallas/Fort Worth, TX",Texas,820,818,0,12,830,1000,6,1026,1006,-20,0,NULL,0,186,168,150,1061,0,0,0,0,0,8
2024,8,2,5,8/2/2024,NK,3377,MSY,"New Orleans, LA",Louisiana,LAS,"Las Vegas, NV",Nevada,1128,1139,11,10,1149,1309,6,1312,1315,3,0,NULL,0,224,216,200,1500,0,0,0,0,0,11
2024,2,7,3,2/7/2024,OO,3729,SEA,"Seattle, WA",Washington,SMF,"Sacramento, CA",California,1105,1059,0,25,1124,1250,3,1259,1253,-6,0,NULL,0,114,114,86,605,0,0,0,0,0,10
2024,12,5,4,12/5/2024,OH,5276,PHL,"Philadelphia, PA",Pennsylvania,MEM,"Memphis, TN",Tennessee,1910,2024,74,19,2043,2206,4,2111,2210,59,0,NULL,0,181,166,143,875,2,0,0,0,57,20
2024,12,12,4,12/12/2024,NK,288,LAS,"Las Vegas, NV",Nevada,OAK,"Oakland, CA",California,1259,1255,0,14,1309,1418,5,1438,1423,-15,0,NULL,0,99,88,69,407,0,0,0,0,0,12
2024,9,5,4,9/5/2024,OO,3491,SFO,"San Francisco, CA",California,LAX,"Los Angeles, CA",California,1425,1424,0,16,1440,1538,12,1601,1550,-11,0,NULL,0,96,86,58,337,0,0,0,0,0,14
2024,5,5,7,5/5/2024,WN,2883,DAL,"Dallas, TX",Texas,ECP,"Panama City, FL",Florida,1940,2001,21,13,2014,2136,7,2125,2143,18,0,NULL,0,105,102,82,674,17,0,0,0,1,20
2024,2,16,5,2/16/2024,WN,1904,FLL,"Fort Lauderdale, FL",Florida,BWI,"Baltimore, MD",Maryland,1745,1752,7,16,1808,2008,9,2015,2017,2,0,NULL,0,150,145,120,925,0,0,0,0,0,17
2024,7,19,5,7/19/2024,MQ,3371,MIA,"Miami, FL",Florida,XNA,"Fayetteville, AR",Arkansas,2155,2148,0,18,2206,2329,5,2359,2334,-25,0,NULL,0,184,166,143,1099,0,0,0,0,0,21
2024,6,12,3,6/12/2024,WN,2821,MSP,"Minneapolis, MN",Minnesota,BWI,"Baltimore, MD",Maryland,1645,1721,36,14,1735,2035,4,2005,2039,34,0,NULL,0,140,138,120,936,11,0,0,0,23,17
2024,2,27,2,2/27/2024,AA,854,PHX,"Phoenix, AZ",Arizona,MSN,"Madison, WI",Wisconsin,1703,1658,0,17,1715,2035,6,2102,2041,-21,0,NULL,0,179,163,140,1396,0,0,0,0,0,16
2024,5,7,2,5/7/2024,DL,1385,SNA,"Santa Ana, CA",California,MSP,"Minneapolis, MN",Minnesota,800,822,22,15,837,1341,4,1335,1345,10,0,NULL,0,215,203,184,1522,0,0,0,0,0,8
2024,7,30,2,7/30/2024,OH,5309,CLT,"Charlotte, NC",North Carolina,GNV,"Gainesville, FL",Florida,2221,2342,81,16,2358,126,3,2359,129,90,0,NULL,0,98,107,88,388,0,0,9,0,81,23
2024,5,2,4,5/2/2024,AA,2881,DFW,"Dallas/Fort Worth, TX",Texas,ORD,"Chicago, IL",Illinois,1830,2007,97,13,2020,2226,32,2045,2258,133,0,NULL,0,135,171,126,802,4,0,36,0,93,20
2024,12,1,7,12/1/2024,MQ,3339,ORD,"Chicago, IL",Illinois,BWI,"Baltimore, MD",Maryland,1845,2048,123,15,2103,2330,5,2155,2335,100,0,NULL,0,130,107,87,622,5,0,0,0,95,20
2024,5,30,4,5/30/2024,B6,1091,FLL,"Fort Lauderdale, FL",Florida,BQN,"Aguadilla, PR",Puerto Rico,1000,952,0,14,1006,1203,15,1227,1218,-9,0,NULL,0,147,146,117,982,0,0,0,0,0,9
2024,2,21,3,2/21/2024,UA,239,PDX,"Portland, OR",Oregon,DEN,"Denver, CO",Colorado,853,844,0,13,857,1201,5,1228,1206,-22,0,NULL,0,155,142,124,991,0,0,0,0,0,8
2024,1,12,5,1/12/2024,WN,2392,CRP,"Corpus Christi, TX",Texas,HOU,"Houston, TX",Texas,1040,1034,0,29,1103,1140,3,1140,1143,3,0,NULL,0,60,69,37,187,0,0,0,0,0,10
2024,10,15,2,10/15/2024,HA,239,KOA,"Kona, HI",Hawaii,OGG,"Kahului, HI",Hawaii,1018,1010,0,12,1022,1042,6,1055,1048,-7,0,NULL,0,37,38,20,84,0,0,0,0,0,10
2024,5,21,2,5/21/2024,AS,1208,PDX,"Portland, OR",Oregon,LAX,"Los Angeles, CA",California,1955,1954,0,14,2008,2200,9,2221,2209,-12,0,NULL,0,146,135,112,834,0,0,0,0,0,19
2024,12,16,1,12/16/2024,AA,1873,IAH,"Houston, TX",Texas,DFW,"Dallas/Fort Worth, TX",Texas,908,903,0,11,914,958,11,1033,1009,-24,0,NULL,0,85,66,44,224,0,0,0,0,0,9
2024,12,1,7,12/1/2024,UA,2409,SFO,"San Francisco, CA",California,LAX,"Los Angeles, CA",California,1940,1945,5,29,2014,2110,9,2111,2119,8,0,NULL,0,91,94,56,337,0,0,0,0,0,19
2024,11,29,5,11/29/2024,DL,686,MEM,"Memphis, TN",Tennessee,ATL,"Atlanta, GA",Georgia,1746,1747,1,13,1800,1949,10,2010,1959,-11,0,NULL,0,84,72,49,332,0,0,0,0,0,17
2024,3,14,4,3/14/2024,DL,2452,FAR,"Fargo, ND",North Dakota,MSP,"Minneapolis, MN",Minnesota,745,741,0,21,802,841,5,903,846,-17,0,NULL,0,78,65,39,223,0,0,0,0,0,7
2024,6,5,3,6/5/2024,B6,109,BOS,"Boston, MA",Massachusetts,JAX,"Jacksonville, FL",Florida,700,650,0,19,709,924,5,955,929,-26,0,NULL,0,175,159,135,1010,0,0,0,0,0,6
2024,10,30,3,10/30/2024,UA,1556,EWR,"Newark, NJ",New Jersey,SJU,"San Juan, PR",Puerto Rico,947,943,0,19,1002,1317,3,1340,1320,-20,0,NULL,0,233,217,195,1608,0,0,0,0,0,9
2024,12,11,3,12/11/2024,OO,6428,PHX,"Phoenix, AZ",Arizona,DRO,"Durango, CO",Colorado,1635,1719,44,26,1745,1836,5,1753,1841,48,0,NULL,0,78,82,51,351,0,0,4,0,44,17
2024,12,4,3,12/4/2024,OO,3329,LAX,"Los Angeles, CA",California,SFO,"San Francisco, CA",California,1436,1435,0,14,1449,1543,6,1603,1549,-14,0,NULL,0,87,74,54,337,0,0,0,0,0,14
2024,11,7,4,11/7/2024,WN,5051,PHX,"Phoenix, AZ",Arizona,SAN,"San Diego, CA",California,805,805,0,11,816,804,2,820,806,-14,0,NULL,0,75,61,48,304,0,0,0,0,0,8
2024,2,16,5,2/16/2024,WN,2002,PHX,"Phoenix, AZ",Arizona,DEN,"Denver, CO",Colorado,1510,1544,34,10,1554,1713,7,1655,1720,25,0,NULL,0,105,96,79,602,10,0,0,0,15,15
2024,1,30,2,1/30/2024,AS,234,FAI,"Fairbanks, AK",Alaska,SEA,"Seattle, WA",Washington,700,648,0,29,717,1133,6,1143,1139,-4,0,NULL,0,223,231,196,1533,0,0,0,0,0,6
2024,7,9,2,7/9/2024,WN,1902,DAL,"Dallas, TX",Texas,DEN,"Denver, CO",Colorado,1025,1024,0,11,1035,1105,5,1125,1110,-15,0,NULL,0,120,106,90,651,0,0,0,0,0,10
2024,6,20,4,6/20/2024,AA,1277,ORD,"Chicago, IL",Illinois,MIA,"Miami, FL",Florida,1854,1852,0,30,1922,2255,3,2321,2258,-23,0,NULL,0,207,186,153,1197,0,0,0,0,0,18
2024,10,14,1,10/14/2024,OO,3770,MFR,"Medford, OR",Oregon,SEA,"Seattle, WA",Washington,1730,1725,0,8,1733,1831,11,1900,1842,-18,0,NULL,0,90,77,58,352,0,0,0,0,0,17
2024,8,25,7,8/25/2024,DL,1686,ATL,"Atlanta, GA",Georgia,ECP,"Panama City, FL",Florida,1837,1831,0,13,1844,1825,6,1846,1831,-15,0,NULL,0,69,60,41,240,0,0,0,0,0,18
